"id","bucket","measure","avg","min","max"
"bst2000-201383","2022-07-25 20:40:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-25 20:40:00","master_shaft_motor_heat",39.0,39,39
"bst2000-201383","2022-07-25 20:40:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:40:00","pusher_right_motor_heat",27.4,27,28
"bst2000-201383","2022-07-25 20:40:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 20:40:00","slave_shaft_motor_heat",39.4,39,40
"bst2000-201383","2022-07-25 20:30:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-25 20:30:00","master_shaft_motor_heat",39.6,39,40
"bst2000-201383","2022-07-25 20:30:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:30:00","pusher_right_motor_heat",27.8,27,28
"bst2000-201383","2022-07-25 20:30:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 20:30:00","slave_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-25 20:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-25 20:20:00","master_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-25 20:20:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:20:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:20:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 20:20:00","slave_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-25 20:10:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-25 20:10:00","master_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-25 20:10:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:10:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:10:00","slave_shaft_drive_heat",32.2,32,33
"bst2000-201383","2022-07-25 20:10:00","slave_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-25 20:00:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-25 20:00:00","master_shaft_motor_heat",40.17,40,41
"bst2000-201383","2022-07-25 20:00:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:00:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 20:00:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 20:00:00","slave_shaft_motor_heat",40.5,40,41
"bst2000-201383","2022-07-25 19:50:00","master_shaft_drive_heat",31.4,31,32
"bst2000-201383","2022-07-25 19:50:00","master_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:50:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:50:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:50:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:50:00","slave_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:40:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 19:40:00","master_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:40:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:40:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:40:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:40:00","slave_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:30:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 19:30:00","master_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:30:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:30:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:30:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:30:00","slave_shaft_motor_heat",41.0,41,41
"bst2000-201383","2022-07-25 19:20:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 19:20:00","master_shaft_motor_heat",41.2,41,42
"bst2000-201383","2022-07-25 19:20:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:20:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:20:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:20:00","slave_shaft_motor_heat",41.2,41,42
"bst2000-201383","2022-07-25 19:10:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 19:10:00","master_shaft_motor_heat",42.0,42,42
"bst2000-201383","2022-07-25 19:10:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:10:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:10:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:10:00","slave_shaft_motor_heat",42.0,42,42
"bst2000-201383","2022-07-25 19:00:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 19:00:00","master_shaft_motor_heat",42.0,42,42
"bst2000-201383","2022-07-25 19:00:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:00:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 19:00:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 19:00:00","slave_shaft_motor_heat",42.0,42,42
"bst2000-201383","2022-07-25 18:50:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 18:50:00","master_shaft_motor_heat",42.8,42,43
"bst2000-201383","2022-07-25 18:50:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 18:50:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-25 18:50:00","slave_shaft_drive_heat",33.0,33,33
"bst2000-201383","2022-07-25 18:50:00","slave_shaft_motor_heat",42.6,42,43
"bst2000-201383","2022-07-25 18:40:00","master_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-25 18:40:00","master_shaft_motor_heat",43.0,43,43
"bst2000-201383","2022-07-25 18:40:00","pusher_left_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:40:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:40:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 18:40:00","slave_shaft_motor_heat","43.00","43","43"
"bst2000-201383","2022-07-25 18:30:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 18:30:00","master_shaft_motor_heat","43.00","43","43"
"bst2000-201383","2022-07-25 18:30:00","pusher_left_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:30:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:30:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 18:30:00","slave_shaft_motor_heat","43.00","43","43"
"bst2000-201383","2022-07-25 18:20:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 18:20:00","master_shaft_motor_heat","43.60","43","44"
"bst2000-201383","2022-07-25 18:20:00","pusher_left_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:20:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:20:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 18:20:00","slave_shaft_motor_heat","43.20","43","44"
"bst2000-201383","2022-07-25 18:10:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 18:10:00","master_shaft_motor_heat","44.00","44","44"
"bst2000-201383","2022-07-25 18:10:00","pusher_left_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:10:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:10:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 18:10:00","slave_shaft_motor_heat","43.50","43","44"
"bst2000-201383","2022-07-25 18:00:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 18:00:00","master_shaft_motor_heat","44.00","44","44"
"bst2000-201383","2022-07-25 18:00:00","pusher_left_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:00:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 18:00:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 18:00:00","slave_shaft_motor_heat","44.00","44","44"
"bst2000-201383","2022-07-25 17:50:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 17:50:00","master_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:50:00","pusher_left_motor_heat","28.17","28","29"
"bst2000-201383","2022-07-25 17:50:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 17:50:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:50:00","slave_shaft_motor_heat","44.17","44","45"
"bst2000-201383","2022-07-25 17:40:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 17:40:00","master_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:40:00","pusher_left_motor_heat","28.80","28","29"
"bst2000-201383","2022-07-25 17:40:00","pusher_right_motor_heat","28.00","28","28"
"bst2000-201383","2022-07-25 17:40:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:40:00","slave_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:30:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 17:30:00","master_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:30:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:30:00","pusher_right_motor_heat","28.80","28","29"
"bst2000-201383","2022-07-25 17:30:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:30:00","slave_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:20:00","master_shaft_drive_heat","32.00","32","32"
"bst2000-201383","2022-07-25 17:20:00","master_shaft_motor_heat","46.00","46","46"
"bst2000-201383","2022-07-25 17:20:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:20:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:20:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:20:00","slave_shaft_motor_heat","45.00","45","45"
"bst2000-201383","2022-07-25 17:10:00","master_shaft_drive_heat","32.40","32","33"
"bst2000-201383","2022-07-25 17:10:00","master_shaft_motor_heat","46.00","46","46"
"bst2000-201383","2022-07-25 17:10:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:10:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:10:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:10:00","slave_shaft_motor_heat","45.80","45","46"
"bst2000-201383","2022-07-25 17:00:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:00:00","master_shaft_motor_heat","46.83","46","47"
"bst2000-201383","2022-07-25 17:00:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:00:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 17:00:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 17:00:00","slave_shaft_motor_heat","46.00","46","46"
"bst2000-201383","2022-07-25 16:50:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:50:00","master_shaft_motor_heat","47.00","47","47"
"bst2000-201383","2022-07-25 16:50:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:50:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:50:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:50:00","slave_shaft_motor_heat","46.80","46","47"
"bst2000-201383","2022-07-25 16:40:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:40:00","master_shaft_motor_heat","47.40","47","48"
"bst2000-201383","2022-07-25 16:40:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:40:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:40:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 16:40:00","slave_shaft_motor_heat","47.00","47","47"
"bst2000-201383","2022-07-25 16:30:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:30:00","master_shaft_motor_heat","48.00","48","48"
"bst2000-201383","2022-07-25 16:30:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:30:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:30:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 16:30:00","slave_shaft_motor_heat","47.00","47","47"
"bst2000-201383","2022-07-25 16:20:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:20:00","master_shaft_motor_heat","48.40","48","49"
"bst2000-201383","2022-07-25 16:20:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:20:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:20:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 16:20:00","slave_shaft_motor_heat","47.80","47","48"
"bst2000-201383","2022-07-25 16:10:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:10:00","master_shaft_motor_heat","49.00","49","49"
"bst2000-201383","2022-07-25 16:10:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:10:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:10:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 16:10:00","slave_shaft_motor_heat","48.00","48","48"
"bst2000-201383","2022-07-25 16:00:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 16:00:00","master_shaft_motor_heat","49.00","49","49"
"bst2000-201383","2022-07-25 16:00:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:00:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 16:00:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 16:00:00","slave_shaft_motor_heat","48.80","48","49"
"bst2000-201383","2022-07-25 15:50:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 15:50:00","master_shaft_motor_heat","50.00","50","50"
"bst2000-201383","2022-07-25 15:50:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 15:50:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 15:50:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:50:00","slave_shaft_motor_heat","49.00","49","49"
"bst2000-201383","2022-07-25 15:40:00","master_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 15:40:00","master_shaft_motor_heat","50.50","50","51"
"bst2000-201383","2022-07-25 15:40:00","pusher_left_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 15:40:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 15:40:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:40:00","slave_shaft_motor_heat","49.33","49","50"
"bst2000-201383","2022-07-25 15:30:00","master_shaft_drive_heat","33.20","33","34"
"bst2000-201383","2022-07-25 15:30:00","master_shaft_motor_heat","51.00","51","51"
"bst2000-201383","2022-07-25 15:30:00","pusher_left_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:30:00","pusher_right_motor_heat","29.00","29","29"
"bst2000-201383","2022-07-25 15:30:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:30:00","slave_shaft_motor_heat","50.00","50","50"
"bst2000-201383","2022-07-25 15:20:00","master_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:20:00","master_shaft_motor_heat","51.00","51","51"
"bst2000-201383","2022-07-25 15:20:00","pusher_left_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:20:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:20:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:20:00","slave_shaft_motor_heat","50.20","50","51"
"bst2000-201383","2022-07-25 15:10:00","master_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:10:00","master_shaft_motor_heat","51.83","51","52"
"bst2000-201383","2022-07-25 15:10:00","pusher_left_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:10:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:10:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:10:00","slave_shaft_motor_heat","51.00","51","51"
"bst2000-201383","2022-07-25 15:00:00","master_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:00:00","master_shaft_motor_heat","52.60","52","53"
"bst2000-201383","2022-07-25 15:00:00","pusher_left_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:00:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 15:00:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 15:00:00","slave_shaft_motor_heat","51.00","51","51"
"bst2000-201383","2022-07-25 14:50:00","master_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 14:50:00","master_shaft_motor_heat","53.00","53","53"
"bst2000-201383","2022-07-25 14:50:00","pusher_left_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:50:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:50:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 14:50:00","slave_shaft_motor_heat","51.83","51","52"
"bst2000-201383","2022-07-25 14:40:00","master_shaft_drive_heat","34.80","34","35"
"bst2000-201383","2022-07-25 14:40:00","master_shaft_motor_heat","53.60","53","54"
"bst2000-201383","2022-07-25 14:40:00","pusher_left_motor_heat","30.20","30","31"
"bst2000-201383","2022-07-25 14:40:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:40:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 14:40:00","slave_shaft_motor_heat","52.20","52","53"
"bst2000-201383","2022-07-25 14:30:00","master_shaft_drive_heat","35.00","35","35"
"bst2000-201383","2022-07-25 14:30:00","master_shaft_motor_heat","54.40","54","55"
"bst2000-201383","2022-07-25 14:30:00","pusher_left_motor_heat","30.80","30","31"
"bst2000-201383","2022-07-25 14:30:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:30:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 14:30:00","slave_shaft_motor_heat","53.00","53","53"
"bst2000-201383","2022-07-25 14:20:00","master_shaft_drive_heat","35.00","35","35"
"bst2000-201383","2022-07-25 14:20:00","master_shaft_motor_heat","55.00","55","55"
"bst2000-201383","2022-07-25 14:20:00","pusher_left_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 14:20:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:20:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 14:20:00","slave_shaft_motor_heat","53.33","53","54"
"bst2000-201383","2022-07-25 14:10:00","master_shaft_drive_heat","35.00","35","35"
"bst2000-201383","2022-07-25 14:10:00","master_shaft_motor_heat","55.60","55","56"
"bst2000-201383","2022-07-25 14:10:00","pusher_left_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 14:10:00","pusher_right_motor_heat","30.00","30","30"
"bst2000-201383","2022-07-25 14:10:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 14:10:00","slave_shaft_motor_heat","54.00","54","54"
"bst2000-201383","2022-07-25 14:00:00","master_shaft_drive_heat","35.83","35","36"
"bst2000-201383","2022-07-25 14:00:00","master_shaft_motor_heat","56.50","56","57"
"bst2000-201383","2022-07-25 14:00:00","pusher_left_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 14:00:00","pusher_right_motor_heat","30.17","30","31"
"bst2000-201383","2022-07-25 14:00:00","slave_shaft_drive_heat","33.00","33","33"
"bst2000-201383","2022-07-25 14:00:00","slave_shaft_motor_heat","55.00","55","55"
"bst2000-201383","2022-07-25 13:50:00","master_shaft_drive_heat","36.60","36","37"
"bst2000-201383","2022-07-25 13:50:00","master_shaft_motor_heat","57.00","57","57"
"bst2000-201383","2022-07-25 13:50:00","pusher_left_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 13:50:00","pusher_right_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 13:50:00","slave_shaft_drive_heat","34.00","34","34"
"bst2000-201383","2022-07-25 13:50:00","slave_shaft_motor_heat","55.40","55","56"
"bst2000-201383","2022-07-25 13:40:00","master_shaft_drive_heat","37.00","37","37"
"bst2000-201383","2022-07-25 13:40:00","master_shaft_motor_heat","58.00","58","58"
"bst2000-201383","2022-07-25 13:40:00","pusher_left_motor_heat","31.80","31","32"
"bst2000-201383","2022-07-25 13:40:00","pusher_right_motor_heat","31.00","31","31"
"bst2000-201383","2022-07-25 13:40:00","slave_shaft_drive_heat","34.80","34","35"
"bst2000-201383","2022-07-25 13:40:00","slave_shaft_motor_heat","56.20","56","57"
"bst2000-201383","2022-07-25 13:30:00","master_shaft_drive_heat","37.83","37","38"
"bst2000-201383","2022-07-25 13:30:00","master_shaft_motor_heat","58.83","58","59"
"bst2000-201383","2022-07-25 13:30:00","pusher_left_motor_heat","32.00","32","32"
"bst2000-201383","2022-07-25 13:30:00","pusher_right_motor_heat","32.00","32","32"
"bst2000-201383","2022-07-25 13:30:00","slave_shaft_drive_heat","35.50","35","36"
"bst2000-201383","2022-07-25 13:30:00","slave_shaft_motor_heat","57.00","57","57"
"bst2000-201383","2022-07-25 13:20:00","master_shaft_drive_heat","38.80","38","39"
"bst2000-201383","2022-07-25 13:20:00","master_shaft_motor_heat","59.60","59","60"
"bst2000-201383","2022-07-25 13:20:00","pusher_left_motor_heat","32.20","32","33"
"bst2000-201383","2022-07-25 13:20:00","pusher_right_motor_heat","32.00","32","32"
"bst2000-201383","2022-07-25 13:20:00","slave_shaft_drive_heat","36.80","36","37"
"bst2000-201383","2022-07-25 13:20:00","slave_shaft_motor_heat","58.00","58","58"
"bst2000-201383","2022-07-25 13:10:00","master_shaft_drive_heat","40.00","40","40"
"bst2000-201383","2022-07-25 13:10:00","master_shaft_motor_heat","60.83","60","61"
"bst2000-201383","2022-07-25 13:10:00","pusher_left_motor_heat","33.00","33","33"
"bst2000-201383","2022-07-25 13:10:00","pusher_right_motor_heat","32.50","32","33"
"bst2000-201383","2022-07-25 13:10:00","slave_shaft_drive_heat","38.17","37","39"
"bst2000-201383","2022-07-25 13:10:00","slave_shaft_motor_heat","59.00","59","59"
"bst2000-201383","2022-07-25 13:00:00","master_shaft_drive_heat","41.40","41","42"
"bst2000-201383","2022-07-25 13:00:00","master_shaft_motor_heat","61.60","61","62"
"bst2000-201383","2022-07-25 13:00:00","pusher_left_motor_heat","33.60","33","34"
"bst2000-201383","2022-07-25 13:00:00","pusher_right_motor_heat","33.00","33","33"
"bst2000-201383","2022-07-25 13:00:00","slave_shaft_drive_heat","40.20","40","41"
"bst2000-201383","2022-07-25 13:00:00","slave_shaft_motor_heat","60.40","60","61"
"bst2000-201383","2022-07-25 12:50:00","master_shaft_drive_heat","42.60","42","43"
"bst2000-201383","2022-07-25 12:50:00","master_shaft_motor_heat","62.60","62","63"
"bst2000-201383","2022-07-25 12:50:00","pusher_left_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:50:00","pusher_right_motor_heat","33.80","33","34"
"bst2000-201383","2022-07-25 12:50:00","slave_shaft_drive_heat","42.20","41","43"
"bst2000-201383","2022-07-25 12:50:00","slave_shaft_motor_heat","61.40","61","62"
"bst2000-201383","2022-07-25 12:40:00","master_shaft_drive_heat","44.83","44","46"
"bst2000-201383","2022-07-25 12:40:00","master_shaft_motor_heat","63.50","63","64"
"bst2000-201383","2022-07-25 12:40:00","pusher_left_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:40:00","pusher_right_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:40:00","slave_shaft_drive_heat","45.33","44","47"
"bst2000-201383","2022-07-25 12:40:00","slave_shaft_motor_heat","62.67","62","63"
"bst2000-201383","2022-07-25 12:30:00","master_shaft_drive_heat","47.60","46","49"
"bst2000-201383","2022-07-25 12:30:00","master_shaft_motor_heat","64.80","64","65"
"bst2000-201383","2022-07-25 12:30:00","pusher_left_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:30:00","pusher_right_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:30:00","slave_shaft_drive_heat","49.40","48","51"
"bst2000-201383","2022-07-25 12:30:00","slave_shaft_motor_heat","64.20","63","65"
"bst2000-201383","2022-07-25 12:20:00","master_shaft_drive_heat","51.20","50","52"
"bst2000-201383","2022-07-25 12:20:00","master_shaft_motor_heat","65.80","65","66"
"bst2000-201383","2022-07-25 12:20:00","pusher_left_motor_heat","34.60","34","35"
"bst2000-201383","2022-07-25 12:20:00","pusher_right_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:20:00","slave_shaft_drive_heat","54.60","52","56"
"bst2000-201383","2022-07-25 12:20:00","slave_shaft_motor_heat","68.80","66","70"
"bst2000-201383","2022-07-25 12:10:00","master_shaft_drive_heat","55.17","51","57"
"bst2000-201383","2022-07-25 12:10:00","master_shaft_motor_heat","68.83","66","70"
"bst2000-201383","2022-07-25 12:10:00","pusher_left_motor_heat","35.00","35","35"
"bst2000-201383","2022-07-25 12:10:00","pusher_right_motor_heat","34.00","34","34"
"bst2000-201383","2022-07-25 12:10:00","slave_shaft_drive_heat","56.00","56","56"
"bst2000-201383","2022-07-25 12:10:00","slave_shaft_motor_heat","68.67","68","70"
"bst2000-201383","2022-07-25 12:00:00","master_shaft_drive_heat","55.80","55","56"
"bst2000-201383","2022-07-25 12:00:00","master_shaft_motor_heat","68.40","68","69"
"bst2000-201383","2022-07-25 12:00:00","pusher_left_motor_heat","35.00","35","35"
"bst2000-201383","2022-07-25 12:00:00","pusher_right_motor_heat","35.00","35","35"
"bst2000-201383","2022-07-25 12:00:00","slave_shaft_drive_heat","55.20","55","56"
"bst2000-201383","2022-07-25 12:00:00","slave_shaft_motor_heat","66.40","66","67"
"bst2000-201383","2022-07-25 11:50:00","master_shaft_drive_heat","53.83","53","55"
"bst2000-201383","2022-07-25 11:50:00","master_shaft_motor_heat","66.00","65","67"
"bst2000-201383","2022-07-25 11:50:00","pusher_left_motor_heat","35.17","35","36"
"bst2000-201383","2022-07-25 11:50:00","pusher_right_motor_heat","35.00","35","35"
"bst2000-201383","2022-07-25 11:50:00","slave_shaft_drive_heat","54.50","54","55"
"bst2000-201383","2022-07-25 11:50:00","slave_shaft_motor_heat","68.83","66","71"
