"id","bucket","measure","avg","min","max"
"bst2000-201383","2022-08-01 11:10:00","slave_shaft_motor_heat",66.0,65,67
"bst2000-201383","2022-08-01 11:00:00","master_shaft_drive_heat",54.4,52,57
"bst2000-201383","2022-08-01 11:00:00","master_shaft_motor_heat",66.0,64,70
"bst2000-201383","2022-08-01 11:00:00","pusher_left_motor_heat",39.2,37,41
"bst2000-201383","2022-08-01 11:00:00","pusher_right_motor_heat",40.6,40,41
"bst2000-201383","2022-08-01 11:00:00","slave_shaft_drive_heat",54.8,51,57
"bst2000-201383","2022-08-01 11:00:00","slave_shaft_motor_heat",65.0,64,67
"bst2000-201383","2022-08-01 10:50:00","master_shaft_drive_heat",52.8,51,56
"bst2000-201383","2022-08-01 10:50:00","master_shaft_motor_heat",67.8,65,71
"bst2000-201383","2022-08-01 10:50:00","pusher_left_motor_heat",34.6,34,37
"bst2000-201383","2022-08-01 10:50:00","pusher_right_motor_heat",39.2,38,41
"bst2000-201383","2022-08-01 10:50:00","slave_shaft_drive_heat",54.8,52,57
"bst2000-201383","2022-08-01 10:50:00","slave_shaft_motor_heat",70.2,69,72
"bst2000-201383","2022-08-01 10:40:00","master_shaft_drive_heat",57.0,56,58
"bst2000-201383","2022-08-01 10:40:00","master_shaft_motor_heat",66.0,65,67
"bst2000-201383","2022-08-01 10:40:00","pusher_left_motor_heat",36.6,34,39
"bst2000-201383","2022-08-01 10:40:00","pusher_right_motor_heat",39.2,38,40
"bst2000-201383","2022-08-01 10:40:00","slave_shaft_drive_heat",56.8,56,57
"bst2000-201383","2022-08-01 10:40:00","slave_shaft_motor_heat",69.0,69,69
"bst2000-201383","2022-08-01 10:30:00","master_shaft_drive_heat",53.83,52,56
"bst2000-201383","2022-08-01 10:30:00","master_shaft_motor_heat",63.5,62,65
"bst2000-201383","2022-08-01 10:30:00","pusher_left_motor_heat",38.33,36,40
"bst2000-201383","2022-08-01 10:30:00","pusher_right_motor_heat",39.67,39,41
"bst2000-201383","2022-08-01 10:30:00","slave_shaft_drive_heat",53.83,52,56
"bst2000-201383","2022-08-01 10:30:00","slave_shaft_motor_heat",66.67,65,68
"bst2000-201383","2022-08-01 10:20:00","master_shaft_drive_heat",53.4,51,55
"bst2000-201383","2022-08-01 10:20:00","master_shaft_motor_heat",59.6,58,61
"bst2000-201383","2022-08-01 10:20:00","pusher_left_motor_heat",35.2,33,37
"bst2000-201383","2022-08-01 10:20:00","pusher_right_motor_heat",37.8,37,39
"bst2000-201383","2022-08-01 10:20:00","slave_shaft_drive_heat",53.6,51,55
"bst2000-201383","2022-08-01 10:20:00","slave_shaft_motor_heat",62.4,61,63
"bst2000-201383","2022-08-01 10:10:00","master_shaft_drive_heat",48.2,46,50
"bst2000-201383","2022-08-01 10:10:00","master_shaft_motor_heat",56.0,56,56
"bst2000-201383","2022-08-01 10:10:00","pusher_left_motor_heat",36.0,34,38
"bst2000-201383","2022-08-01 10:10:00","pusher_right_motor_heat",37.2,37,38
"bst2000-201383","2022-08-01 10:10:00","slave_shaft_drive_heat",48.8,47,50
"bst2000-201383","2022-08-01 10:10:00","slave_shaft_motor_heat",59.0,59,59
"bst2000-201383","2022-08-01 10:00:00","master_shaft_drive_heat",39.6,37,44
"bst2000-201383","2022-08-01 10:00:00","master_shaft_motor_heat",52.6,51,56
"bst2000-201383","2022-08-01 10:00:00","pusher_left_motor_heat",33.6,32,37
"bst2000-201383","2022-08-01 10:00:00","pusher_right_motor_heat",33.6,32,37
"bst2000-201383","2022-08-01 10:00:00","slave_shaft_drive_heat",40.8,39,45
"bst2000-201383","2022-08-01 10:00:00","slave_shaft_motor_heat",55.6,54,59
"bst2000-201383","2022-08-01 09:50:00","master_shaft_drive_heat",38.5,38,39
"bst2000-201383","2022-08-01 09:50:00","master_shaft_motor_heat",51.83,51,53
"bst2000-201383","2022-08-01 09:50:00","pusher_left_motor_heat",32.0,32,32
"bst2000-201383","2022-08-01 09:50:00","pusher_right_motor_heat",32.0,32,32
"bst2000-201383","2022-08-01 09:50:00","slave_shaft_drive_heat",39.67,39,40
"bst2000-201383","2022-08-01 09:50:00","slave_shaft_motor_heat",55.0,54,56
"bst2000-201383","2022-08-01 09:40:00","master_shaft_drive_heat",40.2,40,41
"bst2000-201383","2022-08-01 09:40:00","master_shaft_motor_heat",53.4,53,54
"bst2000-201383","2022-08-01 09:40:00","pusher_left_motor_heat",32.0,32,32
"bst2000-201383","2022-08-01 09:40:00","pusher_right_motor_heat",32.0,32,32
"bst2000-201383","2022-08-01 09:40:00","slave_shaft_drive_heat",41.0,40,42
"bst2000-201383","2022-08-01 09:40:00","slave_shaft_motor_heat",56.6,56,57
"bst2000-201383","2022-08-01 09:30:00","master_shaft_drive_heat",42.0,41,43
"bst2000-201383","2022-08-01 09:30:00","master_shaft_motor_heat",55.0,54,56
"bst2000-201383","2022-08-01 09:30:00","pusher_left_motor_heat",32.2,32,33
"bst2000-201383","2022-08-01 09:30:00","pusher_right_motor_heat",32.4,32,33
"bst2000-201383","2022-08-01 09:30:00","slave_shaft_drive_heat",42.8,42,44
"bst2000-201383","2022-08-01 09:30:00","slave_shaft_motor_heat",58.2,57,59
"bst2000-201383","2022-08-01 09:20:00","master_shaft_drive_heat",44.4,43,46
"bst2000-201383","2022-08-01 09:20:00","master_shaft_motor_heat",57.0,56,58
"bst2000-201383","2022-08-01 09:20:00","pusher_left_motor_heat",33.0,33,33
"bst2000-201383","2022-08-01 09:20:00","pusher_right_motor_heat",33.2,33,34
"bst2000-201383","2022-08-01 09:20:00","slave_shaft_drive_heat",44.8,44,46
"bst2000-201383","2022-08-01 09:20:00","slave_shaft_motor_heat",60.2,59,61
"bst2000-201383","2022-08-01 09:10:00","master_shaft_drive_heat",48.0,46,50
"bst2000-201383","2022-08-01 09:10:00","master_shaft_motor_heat",59.33,58,61
"bst2000-201383","2022-08-01 09:10:00","pusher_left_motor_heat",34.5,34,36
"bst2000-201383","2022-08-01 09:10:00","pusher_right_motor_heat",34.67,34,36
"bst2000-201383","2022-08-01 09:10:00","slave_shaft_drive_heat",48.33,46,50
"bst2000-201383","2022-08-01 09:10:00","slave_shaft_motor_heat",62.5,61,64
"bst2000-201383","2022-08-01 09:00:00","master_shaft_drive_heat",51.8,51,52
"bst2000-201383","2022-08-01 09:00:00","master_shaft_motor_heat",62.2,61,63
"bst2000-201383","2022-08-01 09:00:00","pusher_left_motor_heat",40.2,37,42
"bst2000-201383","2022-08-01 09:00:00","pusher_right_motor_heat",39.6,37,41
"bst2000-201383","2022-08-01 09:00:00","slave_shaft_drive_heat",52.0,51,53
"bst2000-201383","2022-08-01 09:00:00","slave_shaft_motor_heat",65.0,64,66
"bst2000-201383","2022-08-01 08:50:00","master_shaft_drive_heat",54.6,52,57
"bst2000-201383","2022-08-01 08:50:00","master_shaft_motor_heat",59.8,58,61
"bst2000-201383","2022-08-01 08:50:00","pusher_left_motor_heat",41.0,41,41
"bst2000-201383","2022-08-01 08:50:00","pusher_right_motor_heat",40.6,40,41
"bst2000-201383","2022-08-01 08:50:00","slave_shaft_drive_heat",54.4,52,57
"bst2000-201383","2022-08-01 08:50:00","slave_shaft_motor_heat",62.8,61,64
"bst2000-201383","2022-08-01 08:40:00","master_shaft_drive_heat",54.4,51,58
"bst2000-201383","2022-08-01 08:40:00","master_shaft_motor_heat",57.4,55,59
"bst2000-201383","2022-08-01 08:40:00","pusher_left_motor_heat",40.8,40,41
"bst2000-201383","2022-08-01 08:40:00","pusher_right_motor_heat",39.8,39,40
"bst2000-201383","2022-08-01 08:40:00","slave_shaft_drive_heat",54.2,51,57
"bst2000-201383","2022-08-01 08:40:00","slave_shaft_motor_heat",60.6,59,62
"bst2000-201383","2022-08-01 08:30:00","master_shaft_drive_heat",54.83,52,58
"bst2000-201383","2022-08-01 08:30:00","master_shaft_motor_heat",54.17,52,57
"bst2000-201383","2022-08-01 08:30:00","pusher_left_motor_heat",40.17,39,41
"bst2000-201383","2022-08-01 08:30:00","pusher_right_motor_heat",39.5,39,40
"bst2000-201383","2022-08-01 08:30:00","slave_shaft_drive_heat",54.5,52,57
"bst2000-201383","2022-08-01 08:30:00","slave_shaft_motor_heat",57.17,55,59
"bst2000-201383","2022-08-01 08:20:00","master_shaft_drive_heat",54.8,53,57
"bst2000-201383","2022-08-01 08:20:00","master_shaft_motor_heat",50.2,49,52
"bst2000-201383","2022-08-01 08:20:00","pusher_left_motor_heat",37.8,36,39
"bst2000-201383","2022-08-01 08:20:00","pusher_right_motor_heat",38.2,37,39
"bst2000-201383","2022-08-01 08:20:00","slave_shaft_drive_heat",54.6,53,56
"bst2000-201383","2022-08-01 08:20:00","slave_shaft_motor_heat",53.4,52,55
"bst2000-201383","2022-08-01 08:10:00","master_shaft_drive_heat",49.8,47,52
"bst2000-201383","2022-08-01 08:10:00","master_shaft_motor_heat",47.0,46,49
"bst2000-201383","2022-08-01 08:10:00","pusher_left_motor_heat",38.0,38,38
"bst2000-201383","2022-08-01 08:10:00","pusher_right_motor_heat",37.6,37,38
"bst2000-201383","2022-08-01 08:10:00","slave_shaft_drive_heat",50.0,48,52
"bst2000-201383","2022-08-01 08:10:00","slave_shaft_motor_heat",49.8,49,51
"bst2000-201383","2022-08-01 08:00:00","master_shaft_drive_heat",41.6,38,45
"bst2000-201383","2022-08-01 08:00:00","master_shaft_motor_heat",42.2,39,45
"bst2000-201383","2022-08-01 08:00:00","pusher_left_motor_heat",34.8,32,37
"bst2000-201383","2022-08-01 08:00:00","pusher_right_motor_heat",34.8,32,37
"bst2000-201383","2022-08-01 08:00:00","slave_shaft_drive_heat",42.6,39,46
"bst2000-201383","2022-08-01 08:00:00","slave_shaft_motor_heat",44.6,42,47
"bst2000-201383","2022-08-01 07:50:00","master_shaft_drive_heat",35.83,35,36
"bst2000-201383","2022-08-01 07:50:00","master_shaft_motor_heat",38.33,38,39
"bst2000-201383","2022-08-01 07:50:00","pusher_left_motor_heat",30.17,30,31
"bst2000-201383","2022-08-01 07:50:00","pusher_right_motor_heat",30.0,30,30
"bst2000-201383","2022-08-01 07:50:00","slave_shaft_drive_heat",37.0,37,37
"bst2000-201383","2022-08-01 07:50:00","slave_shaft_motor_heat",41.17,41,42
"bst2000-201383","2022-08-01 07:40:00","master_shaft_drive_heat",37.0,37,37
"bst2000-201383","2022-08-01 07:40:00","master_shaft_motor_heat",39.6,39,40
"bst2000-201383","2022-08-01 07:40:00","pusher_left_motor_heat",30.0,30,30
"bst2000-201383","2022-08-01 07:40:00","pusher_right_motor_heat",30.2,30,31
"bst2000-201383","2022-08-01 07:40:00","slave_shaft_drive_heat",37.8,37,38
"bst2000-201383","2022-08-01 07:40:00","slave_shaft_motor_heat",42.4,42,43
"bst2000-201383","2022-08-01 07:30:00","master_shaft_drive_heat",40.13,37,44
"bst2000-201383","2022-08-01 07:30:00","master_shaft_motor_heat",41.63,40,44
"bst2000-201383","2022-08-01 07:30:00","pusher_left_motor_heat",31.25,30,32
"bst2000-201383","2022-08-01 07:30:00","pusher_right_motor_heat",31.38,31,32
"bst2000-201383","2022-08-01 07:30:00","slave_shaft_drive_heat",41.0,39,44
"bst2000-201383","2022-08-01 07:30:00","slave_shaft_motor_heat",44.63,43,47
"bst2000-201383","2022-08-01 07:20:00","master_shaft_drive_heat",43.18,39,47
"bst2000-201383","2022-08-01 07:20:00","master_shaft_motor_heat",43.27,41,45
"bst2000-201383","2022-08-01 07:20:00","pusher_left_motor_heat",31.82,31,33
"bst2000-201383","2022-08-01 07:20:00","pusher_right_motor_heat",31.82,31,33
"bst2000-201383","2022-08-01 07:20:00","slave_shaft_drive_heat",43.64,40,47
"bst2000-201383","2022-08-01 07:20:00","slave_shaft_motor_heat",46.45,44,49
"bst2000-201383","2022-08-01 07:10:00","master_shaft_drive_heat",48.4,41,53
"bst2000-201383","2022-08-01 07:10:00","master_shaft_motor_heat",45.7,42,47
"bst2000-201383","2022-08-01 07:10:00","pusher_left_motor_heat",36.0,31,40
"bst2000-201383","2022-08-01 07:10:00","pusher_right_motor_heat",34.7,32,37
"bst2000-201383","2022-08-01 07:10:00","slave_shaft_drive_heat",48.7,42,57
"bst2000-201383","2022-08-01 07:10:00","slave_shaft_motor_heat",48.7,45,50
"bst2000-201383","2022-08-01 07:00:00","master_shaft_drive_heat",55.0,53,56
"bst2000-201383","2022-08-01 07:00:00","master_shaft_motor_heat",45.0,43,46
"bst2000-201383","2022-08-01 07:00:00","pusher_left_motor_heat",39.0,38,40
"bst2000-201383","2022-08-01 07:00:00","pusher_right_motor_heat",38.75,38,39
"bst2000-201383","2022-08-01 07:00:00","slave_shaft_drive_heat",54.75,53,56
"bst2000-201383","2022-08-01 07:00:00","slave_shaft_motor_heat",47.75,45,49
"bst2000-201383","2022-08-01 06:50:00","master_shaft_drive_heat",50.2,47,52
"bst2000-201383","2022-08-01 06:50:00","master_shaft_motor_heat",41.2,39,42
"bst2000-201383","2022-08-01 06:50:00","pusher_left_motor_heat",36.4,34,38
"bst2000-201383","2022-08-01 06:50:00","pusher_right_motor_heat",36.2,34,37
"bst2000-201383","2022-08-01 06:50:00","slave_shaft_drive_heat",50.2,47,52
"bst2000-201383","2022-08-01 06:50:00","slave_shaft_motor_heat",44.2,42,45
"bst2000-201383","2022-08-01 06:40:00","master_shaft_drive_heat",44.5,44,45
"bst2000-201383","2022-08-01 06:40:00","master_shaft_motor_heat",37.0,37,37
"bst2000-201383","2022-08-01 06:40:00","pusher_left_motor_heat",31.0,31,31
"bst2000-201383","2022-08-01 06:40:00","pusher_right_motor_heat",31.5,31,32
"bst2000-201383","2022-08-01 06:40:00","slave_shaft_drive_heat",44.5,44,45
"bst2000-201383","2022-08-01 06:40:00","slave_shaft_motor_heat",40.0,40,40
"bst2000-201383","2022-07-28 20:50:00","master_shaft_drive_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:50:00","master_shaft_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:50:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:50:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:50:00","slave_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:50:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:40:00","master_shaft_drive_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:40:00","master_shaft_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:40:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:40:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:40:00","slave_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:40:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:30:00","master_shaft_drive_heat",30.5,30,31
"bst2000-201383","2022-07-28 20:30:00","master_shaft_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:30:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:30:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:30:00","slave_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:30:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:20:00","master_shaft_motor_heat",27.2,27,28
"bst2000-201383","2022-07-28 20:20:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:20:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:20:00","slave_shaft_drive_heat",31.2,31,32
"bst2000-201383","2022-07-28 20:20:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:10:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:10:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 20:10:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:10:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:10:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 20:10:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 20:00:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 20:00:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 20:00:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:00:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 20:00:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 20:00:00","slave_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 19:50:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:50:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 19:50:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:50:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:50:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:50:00","slave_shaft_motor_heat",30.17,30,31
"bst2000-201383","2022-07-28 19:40:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:40:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 19:40:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:40:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:40:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:40:00","slave_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:30:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:30:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 19:30:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:30:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:30:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:30:00","slave_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:20:00","master_shaft_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 19:20:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:20:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:20:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:20:00","slave_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:10:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:10:00","master_shaft_motor_heat",28.5,28,29
"bst2000-201383","2022-07-28 19:10:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:10:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:10:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:10:00","slave_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:00:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 19:00:00","master_shaft_motor_heat",29.0,29,29
"bst2000-201383","2022-07-28 19:00:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:00:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 19:00:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 19:00:00","slave_shaft_motor_heat",31.8,31,32
"bst2000-201383","2022-07-28 18:50:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:50:00","master_shaft_motor_heat",29.0,29,29
"bst2000-201383","2022-07-28 18:50:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:50:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:50:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:50:00","slave_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:40:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:40:00","master_shaft_motor_heat",29.0,29,29
"bst2000-201383","2022-07-28 18:40:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:40:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:40:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:40:00","slave_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:30:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:30:00","master_shaft_motor_heat",29.4,29,30
"bst2000-201383","2022-07-28 18:30:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:30:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:30:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:30:00","slave_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:20:00","master_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 18:20:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:20:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:20:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:20:00","slave_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:10:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:10:00","master_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 18:10:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:10:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:10:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:10:00","slave_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:00:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 18:00:00","master_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 18:00:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:00:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 18:00:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 18:00:00","slave_shaft_motor_heat",32.83,32,33
"bst2000-201383","2022-07-28 17:50:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:50:00","master_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 17:50:00","pusher_left_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 17:50:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 17:50:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:50:00","slave_shaft_motor_heat",33.0,33,33
"bst2000-201383","2022-07-28 17:40:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:40:00","master_shaft_motor_heat",30.0,30,30
"bst2000-201383","2022-07-28 17:40:00","pusher_left_motor_heat",27.6,27,28
"bst2000-201383","2022-07-28 17:40:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 17:40:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:40:00","slave_shaft_motor_heat",33.0,33,33
"bst2000-201383","2022-07-28 17:30:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:30:00","master_shaft_motor_heat",30.8,30,31
"bst2000-201383","2022-07-28 17:30:00","pusher_left_motor_heat",27.4,27,28
"bst2000-201383","2022-07-28 17:30:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 17:30:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:30:00","slave_shaft_motor_heat",33.2,33,34
"bst2000-201383","2022-07-28 17:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:20:00","master_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:20:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 17:20:00","pusher_right_motor_heat",27.0,27,27
"bst2000-201383","2022-07-28 17:20:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:20:00","slave_shaft_motor_heat",34.0,34,34
"bst2000-201383","2022-07-28 17:10:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:10:00","master_shaft_motor_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:10:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 17:10:00","pusher_right_motor_heat",27.6,27,28
"bst2000-201383","2022-07-28 17:10:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:10:00","slave_shaft_motor_heat",34.0,34,34
"bst2000-201383","2022-07-28 17:00:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 17:00:00","master_shaft_motor_heat",31.8,31,32
"bst2000-201383","2022-07-28 17:00:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 17:00:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 17:00:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 17:00:00","slave_shaft_motor_heat",34.0,34,34
"bst2000-201383","2022-07-28 16:50:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 16:50:00","master_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:50:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:50:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:50:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:50:00","slave_shaft_motor_heat",34.0,34,34
"bst2000-201383","2022-07-28 16:40:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 16:40:00","master_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:40:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:40:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:40:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:40:00","slave_shaft_motor_heat",34.8,34,35
"bst2000-201383","2022-07-28 16:30:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 16:30:00","master_shaft_motor_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:30:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:30:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:30:00","slave_shaft_drive_heat",32.0,32,32
"bst2000-201383","2022-07-28 16:30:00","slave_shaft_motor_heat",35.0,35,35
"bst2000-201383","2022-07-28 16:20:00","master_shaft_drive_heat",31.0,31,31
"bst2000-201383","2022-07-28 16:20:00","master_shaft_motor_heat",32.2,32,33
"bst2000-201383","2022-07-28 16:20:00","pusher_left_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:20:00","pusher_right_motor_heat",28.0,28,28
"bst2000-201383","2022-07-28 16:20:00","slave_shaft_drive_heat",32.2,32,33
