"bucket","bm_1_m_status","bm_2_m_status","electrical_consumtion","electrical_current","electrical_power","electrical_voltage","global_status","heat_material_out","lpc_m_status","master_shaft_drive_heat","master_shaft_load","master_shaft_motor_heat","master_shaft_speed","number_of_recipe","ob_1_m_status","production_mode","pusher_left_load","pusher_left_motor_heat","pusher_left_position","pusher_left_speed","pusher_right_load","pusher_right_motor_heat","pusher_right_position","pusher_right_speed","recipe_bst_overheat_info_sp","recipe_bst_overheat_warn_sp","recipe_bst_overload_info_sp","recipe_bst_overload_warn_sp","recipe_bst_speed_sp","recipe_push_down_position_sp","recipe_push_max_load_sp","recipe_push_min_speed_sp","rpc_m_status","shaft_counter_h","slave_shaft_drive_heat","slave_shaft_load","slave_shaft_motor_heat","slaver_shaft_speed","sm_m_status","ss_m_status","weight_pv"
"2022-08-05T08:50:00Z",0,0,0,0,0,0,6,23,7,34,0,54,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,34,0,55,0,0,0,0
"2022-08-05T08:50:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:00:00Z",0,0,0,0,0,0,6,23,7,33,0,53,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,34,0,54,0,0,0,0
"2022-08-05T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:10:00Z",0,0,0,0,0,0,6,23,7,33,0,52,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,33,0,53,0,0,0,0
"2022-08-05T09:10:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:20:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:20:00Z",0,0,0,0,0,0,6,23,7,33,0,51,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,33,0,52,0,0,0,0
"2022-08-05T09:30:00Z",0,0,0,0,0,0,6,22,7,33,0,51,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,33,0,52,0,0,0,0
"2022-08-05T09:30:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:40:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T09:40:00Z",0,0,0,0,0,0,6,22,7,33,0,50,0,0,0,1,0,29,14,0,0,29,15,0,80,95,40,65,100,200,60,8,0,262,33,0,51,0,0,0,0
"2022-08-05T09:50:00Z",0,0,0,0,0,0,6,22,7,33,0,49,0,0,0,1,0,29,14,0,0,28,15,0,80,95,40,65,100,200,60,8,0,262,33,0,50,0,0,0,0
"2022-08-05T09:50:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:00:00Z",0,0,0,0,0,0,6,22,7,32,0,49,0,0,0,1,0,28,14,0,0,28,15,0,80,95,40,65,100,200,60,8,0,262,33,0,49,0,0,0,0
"2022-08-05T10:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:10:00Z",1,1,0,0,0,0,4,22,5,32,1,48,47,0,1,1,12,28,77,0,0,28,15,0,80,95,40,65,100,200,60,8,0,262,33,1,49,44,1,1,0
"2022-08-05T10:10:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:20:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:20:00Z",2,2,0,0,0,0,4,26,4,39,26,53,99,0,2,1,35,34,135,0,0,32,78,0,80,95,40,65,100,200,60,8,1,263,40,25,54,99,2,2,97
"2022-08-05T10:30:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:30:00Z",2,2,0,0,0,0,5,27,5,50,26,59,99,0,2,1,42,37,87,0,0,35,12,0,80,95,40,65,100,200,60,8,1,263,50,25,60,99,2,2,96
"2022-08-05T10:40:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T10:40:00Z",2,2,0,0,0,0,4,27,4,53,21,63,99,0,2,1,43,39,102,0,0,37,80,0,80,95,40,65,100,200,60,8,2,263,56,19,63,99,2,2,68
"2022-08-05T10:50:00Z",2,2,0,0,0,0,5,27,5,55,17,65,100,0,2,1,39,39,82,0,0,37,87,0,80,95,40,65,100,200,60,8,5,263,53,17,66,100,2,2,50
"2022-08-05T10:50:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2022-08-05T11:00:00Z",2,2,0,0,0,0,4,28,4,55,25,68,100,0,2,1,39,41,150,0,0,39,64,0,80,95,40,65,100,200,60,8,5,263,55,25,69,100,2,2,100
"2022-08-05T11:10:00Z",2,2,0,0,0,0,5,28,4,53,21,67,100,0,2,1,40,41,200,0,0,39,81,0,80,95,40,65,100,200,60,8,4,263,55,21,66,100,2,2,87
"2022-08-05T11:20:00Z",2,2,0,0,0,0,3,28,4,53,14,69,100,0,2,1,39,41,158,0,0,39,86,0,80,95,40,65,100,200,60,8,4,264,53,15,69,100,2,2,54
"2022-08-05T11:30:00Z",2,2,0,0,0,0,3,28,4,55,16,70,99,0,2,1,37,41,164,0,0,40,68,0,80,95,40,65,100,200,60,8,5,264,55,16,70,99,2,2,52
"2022-08-05T11:40:00Z",2,2,0,0,0,0,2,25,6,53,2,62,100,0,2,1,37,40,74,0,0,40,258,0,80,95,40,65,100,200,60,8,3,264,54,2,64,99,2,2,0
"2022-08-05T11:50:00Z",0,0,0,0,0,0,6,25,7,51,1,61,51,0,0,1,18,35,19,0,0,36,19,0,80,95,40,65,100,200,60,8,7,264,50,0,64,53,0,0,0
"2022-08-05T12:00:00Z",0,0,0,0,0,0,6,25,7,47,0,60,0,0,0,1,0,33,19,0,0,34,19,0,80,95,40,65,100,200,60,8,7,264,46,0,63,0,0,0,0
"2022-08-05T12:10:00Z",0,0,0,0,0,0,6,25,7,44,0,59,0,0,0,1,0,33,19,0,0,33,19,0,80,95,40,65,100,200,60,8,7,264,44,0,61,0,0,0,0
"2022-08-05T12:20:00Z",1,1,0,0,0,0,3,24,5,43,1,58,92,0,1,1,34,35,39,0,0,34,139,0,80,95,40,65,100,200,60,8,5,264,44,2,60,91,1,1,0
"2022-08-05T12:30:00Z",2,2,0,0,0,0,4,26,4,48,35,62,99,0,2,1,37,40,245,0,0,39,9,0,80,95,40,65,100,200,60,8,5,264,49,24,64,99,2,2,34
"2022-08-05T12:40:00Z",1,1,0,0,0,0,3,25,5,54,8,66,92,0,1,1,36,41,89,0,0,39,121,0,80,95,40,65,100,200,60,8,4,264,54,7,68,92,1,1,16
"2022-08-05T12:50:00Z",0,0,0,0,0,0,6,24,7,51,3,65,0,0,0,2,0,36,44,0,0,35,16,0,80,95,40,65,100,200,60,8,7,264,51,0,66,0,0,0,0
"2022-08-05T13:00:00Z",0,0,0,0,0,0,6,24,7,47,0,63,0,0,0,1,0,34,44,0,0,34,16,0,80,95,40,65,100,200,60,8,7,264,47,0,65,0,0,0,0
"2022-08-05T13:10:00Z",0,0,0,0,0,0,6,24,7,44,0,61,0,0,0,1,0,33,44,0,0,33,16,0,80,95,40,65,100,200,60,8,7,264,44,0,63,0,0,0,0
"2022-08-05T13:20:00Z",0,0,0,0,0,0,6,24,7,42,0,60,0,0,0,1,0,33,44,0,0,33,16,0,80,95,40,65,100,200,60,8,7,264,42,0,61,0,0,0,0
"2022-08-05T13:30:00Z",0,0,0,0,0,0,6,24,7,40,0,59,0,0,0,1,0,32,44,0,0,32,16,0,80,95,40,65,100,200,60,8,7,264,41,0,60,0,0,0,0
"2022-08-05T13:40:00Z",0,0,0,0,0,0,6,24,7,38,0,57,0,0,0,1,0,32,44,0,0,32,16,0,80,95,40,65,100,200,60,8,7,264,40,0,59,0,0,0,0
"2022-08-05T13:50:00Z",0,0,0,0,0,0,6,24,7,37,0,57,0,0,0,1,0,32,44,0,0,32,16,0,80,95,40,65,100,200,60,8,7,264,39,0,58,0,0,0,0
"2022-08-05T14:00:00Z",0,0,0,0,0,0,6,24,7,37,0,55,0,0,0,1,0,31,44,0,0,31,16,0,80,95,40,65,100,200,60,8,7,264,38,0,57,0,0,0,0
"2022-08-05T14:10:00Z",0,0,0,0,0,0,6,24,7,36,0,55,0,0,0,1,0,31,44,0,0,31,16,0,80,95,40,65,100,200,60,8,7,264,37,0,56,0,0,0,0
"2022-08-05T14:20:00Z",0,0,0,0,0,0,6,24,7,35,0,53,0,0,0,1,0,31,44,0,0,30,16,0,80,95,40,65,100,200,60,8,7,264,37,0,55,0,0,0,0
"2022-08-05T14:30:00Z",0,0,0,0,0,0,6,24,7,35,0,53,0,0,0,1,0,30,44,0,0,30,16,0,80,95,40,65,100,200,60,8,7,264,36,0,54,0,0,0,0
"2022-08-05T14:40:00Z",0,0,0,0,0,0,6,24,7,35,0,52,0,0,0,1,0,30,44,0,0,30,16,0,80,95,40,65,100,200,60,8,7,264,36,0,53,0,0,0,0
"2022-08-05T14:50:00Z",0,0,0,0,0,0,6,24,7,34,0,51,0,0,0,1,0,30,44,0,0,30,16,0,80,95,40,65,100,200,60,8,7,264,35,0,53,0,0,0,0
"2022-08-05T15:00:00Z",0,0,0,0,0,0,6,24,7,34,0,51,0,0,0,1,0,30,44,0,0,30,16,0,80,95,40,65,100,200,60,8,7,264,35,0,52,0,0,0,0
"2022-08-05T15:10:00Z",0,0,0,0,0,0,6,24,7,34,0,50,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,35,0,51,0,0,0,0
"2022-08-05T15:20:00Z",0,0,0,0,0,0,6,24,7,33,0,49,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,35,0,51,0,0,0,0
"2022-08-05T15:30:00Z",0,0,0,0,0,0,6,24,7,33,0,49,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,35,0,50,0,0,0,0
"2022-08-05T15:40:00Z",0,0,0,0,0,0,6,24,7,33,0,48,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,34,0,49,0,0,0,0
"2022-08-05T15:50:00Z",0,0,0,0,0,0,6,24,7,33,0,47,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,34,0,49,0,0,0,0
"2022-08-05T16:00:00Z",0,0,0,0,0,0,6,24,7,33,0,47,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,34,0,48,0,0,0,0
"2022-08-05T16:10:00Z",0,0,0,0,0,0,6,24,7,33,0,47,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,34,0,48,0,0,0,0
"2022-08-05T16:20:00Z",0,0,0,0,0,0,6,24,7,33,0,46,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,34,0,47,0,0,0,0
"2022-08-05T16:30:00Z",0,0,0,0,0,0,6,24,7,33,0,45,0,0,0,1,0,29,44,0,0,29,16,0,80,95,40,65,100,200,60,8,7,264,33,0,47,0,0,0,0
"2022-08-05T16:40:00Z",0,0,0,0,0,0,6,24,7,32,2,45,13,0,0,1,0,29,44,0,0,28,16,0,80,95,40,65,100,200,60,8,7,264,33,2,46,13,0,0,0
"2022-08-05T16:50:00Z",2,2,0,0,0,0,3,26,3,37,18,48,99,0,2,1,41,34,239,0,0,31,93,0,80,95,40,65,100,200,60,8,5,264,38,17,49,99,2,2,66
"2022-08-05T17:00:00Z",2,2,0,0,0,0,5,28,5,46,23,53,100,0,2,1,41,37,82,0,0,33,55,0,80,95,40,65,100,200,60,8,6,265,47,22,54,100,2,2,84
"2022-08-05T17:10:00Z",2,2,0,0,0,0,4,28,5,54,23,59,99,0,2,1,39,39,110,0,0,35,92,0,80,95,40,65,100,200,60,8,5,265,53,23,60,99,2,2,88
"2022-08-05T17:20:00Z",2,2,0,0,0,0,4,28,5,54,20,62,99,0,2,1,36,39,141,0,0,37,188,0,80,95,40,65,100,200,60,8,4,265,54,20,64,100,2,2,74
"2022-08-05T17:30:00Z",2,2,0,0,0,0,4,29,3,54,19,66,100,0,2,1,41,40,358,0,0,37,11,0,80,95,40,65,100,200,60,8,6,265,54,18,67,100,2,2,75
"2022-08-05T17:40:00Z",2,2,0,0,0,0,5,29,4,53,28,70,99,0,2,1,41,41,171,0,0,37,12,0,80,95,40,65,100,200,60,8,6,265,54,27,68,99,2,2,101
"2022-08-05T17:50:00Z",2,2,0,0,0,0,5,29,4,53,20,65,100,0,2,1,44,41,129,0,0,38,11,0,80,95,40,65,100,200,60,8,6,265,55,21,67,100,2,2,75
"2022-08-05T18:00:00Z",1,1,0,0,0,0,4,28,5,56,7,60,92,0,1,1,38,42,98,0,0,37,74,0,80,95,40,65,100,200,60,8,5,266,54,7,69,92,1,1,50
"2022-08-05T18:10:00Z",0,0,0,0,0,0,6,27,7,52,0,59,0,0,0,1,0,35,20,0,0,34,20,0,80,95,40,65,100,200,60,8,7,266,51,0,67,0,0,0,0
"2022-08-05T18:20:00Z",1,1,0,0,0,0,4,26,5,48,10,58,74,0,1,1,29,33,90,0,0,33,18,0,80,95,40,65,100,200,60,8,6,266,47,12,65,71,1,1,0
"2022-08-05T18:30:00Z",2,2,0,0,0,0,4,29,3,52,21,62,99,0,2,1,39,39,292,0,0,36,10,0,80,95,40,65,100,200,60,8,6,266,52,20,68,99,2,2,68
"2022-08-05T18:40:00Z",2,2,0,0,0,0,4,29,4,55,26,67,99,0,2,1,43,42,148,0,0,37,63,0,80,95,40,65,100,200,60,8,5,266,55,25,70,99,2,2,84
"2022-08-05T18:50:00Z",2,2,0,0,0,0,3,30,4,54,24,66,99,0,2,1,40,43,218,0,0,38,145,0,80,95,40,65,100,200,60,8,5,266,55,23,68,99,2,2,81
"2022-08-05T19:00:00Z",2,2,0,0,0,0,5,30,4,54,26,66,99,0,2,1,47,43,125,0,0,39,80,0,80,95,40,65,100,200,60,8,5,266,54,26,68,99,2,2,82
"2022-08-05T19:10:00Z",2,2,0,0,0,0,4,29,5,55,21,69,100,0,2,1,36,42,15,0,0,39,304,0,80,95,40,65,100,200,60,8,4,267,53,20,66,100,2,2,68
"2022-08-05T19:20:00Z",1,1,0,0,0,0,4,26,5,51,1,66,86,0,1,1,39,41,81,0,0,39,71,0,80,95,40,65,100,200,60,8,6,267,54,2,66,82,1,1,0
"2022-08-05T19:30:00Z",0,0,0,0,0,0,6,25,7,47,0,64,0,0,0,1,0,35,15,0,0,34,14,0,80,95,40,65,100,200,60,8,7,267,49,0,65,0,0,0,0
"2022-08-05T19:40:00Z",0,0,0,0,0,0,6,25,7,43,0,63,0,0,0,1,0,33,15,0,0,32,14,0,80,95,40,65,100,200,60,8,7,267,44,0,63,0,0,0,0
"2022-08-05T19:50:00Z",0,0,0,0,0,0,6,24,7,41,0,61,0,0,0,1,0,32,15,0,0,32,14,0,80,95,40,65,100,200,60,8,7,267,41,0,61,0,0,0,0
"2022-08-05T20:00:00Z",0,0,0,0,0,0,6,24,7,39,0,60,0,0,0,1,0,31,15,0,0,31,14,0,80,95,40,65,100,200,60,8,7,267,38,0,60,0,0,0,0
"2022-08-05T20:10:00Z",0,0,0,0,0,0,6,23,7,37,0,59,0,0,0,1,0,30,15,0,0,30,14,0,80,95,40,65,100,200,60,8,7,267,36,0,59,0,0,0,0
"2022-08-05T20:20:00Z",0,0,0,0,0,0,6,23,7,37,0,57,0,0,0,1,0,30,15,0,0,30,14,0,80,95,40,65,100,200,60,8,7,267,35,0,58,0,0,0,0
"2022-08-05T20:30:00Z",0,0,0,0,0,0,6,23,7,36,0,56,0,0,0,1,0,30,15,0,0,30,14,0,80,95,40,65,100,200,60,8,7,267,35,0,57,0,0,0,0
"2022-08-05T20:40:00Z",0,0,0,0,0,0,6,23,7,35,0,56,0,0,0,1,0,30,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,35,0,56,0,0,0,0
"2022-08-05T20:50:00Z",0,0,0,0,0,0,6,22,7,35,0,55,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,34,0,55,0,0,0,0
"2022-08-05T21:00:00Z",0,0,0,0,0,0,6,22,7,34,0,54,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,34,0,54,0,0,0,0
"2022-08-05T21:10:00Z",0,0,0,0,0,0,6,22,7,34,0,53,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,34,0,53,0,0,0,0
"2022-08-05T21:20:00Z",0,0,0,0,0,0,6,22,7,33,0,52,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,34,0,52,0,0,0,0
"2022-08-05T21:30:00Z",0,0,0,0,0,0,6,22,7,33,0,51,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,34,0,52,0,0,0,0
"2022-08-05T21:40:00Z",0,0,0,0,0,0,6,21,7,33,0,51,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,33,0,51,0,0,0,0
"2022-08-05T21:50:00Z",0,0,0,0,0,0,6,21,7,33,0,50,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,33,0,51,0,0,0,0
"2022-08-05T22:00:00Z",0,0,0,0,0,0,6,21,7,33,0,49,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,33,0,50,0,0,0,0
"2022-08-05T22:10:00Z",0,0,0,0,0,0,6,21,7,33,0,49,0,0,0,1,0,29,15,0,0,29,14,0,80,95,40,65,100,200,60,8,7,267,33,0,49,0,0,0,0
"2022-08-05T22:20:00Z",0,0,0,0,0,0,6,21,7,33,0,48,0,0,0,1,0,29,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,49,0,0,0,0
"2022-08-05T22:30:00Z",0,0,0,0,0,0,6,21,7,33,0,47,0,0,0,1,0,29,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,48,0,0,0,0
"2022-08-05T22:40:00Z",0,0,0,0,0,0,6,20,7,32,0,47,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,47,0,0,0,0
"2022-08-05T22:50:00Z",0,0,0,0,0,0,6,20,7,32,0,46,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,47,0,0,0,0
"2022-08-05T23:00:00Z",0,0,0,0,0,0,6,20,7,32,0,46,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,46,0,0,0,0
"2022-08-05T23:10:00Z",0,0,0,0,0,0,6,20,7,32,0,45,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,46,0,0,0,0
"2022-08-05T23:20:00Z",0,0,0,0,0,0,6,20,7,32,0,45,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,45,0,0,0,0
"2022-08-05T23:30:00Z",0,0,0,0,0,0,6,20,7,32,0,44,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,45,0,0,0,0
"2022-08-05T23:40:00Z",0,0,0,0,0,0,6,20,7,32,0,44,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,45,0,0,0,0
"2022-08-05T23:50:00Z",0,0,0,0,0,0,6,20,7,32,0,43,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,44,0,0,0,0
"2022-08-06T00:00:00Z",0,0,0,0,0,0,6,20,7,32,0,43,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,33,0,43,0,0,0,0
"2022-08-06T00:10:00Z",0,0,0,0,0,0,6,19,7,32,0,42,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,32,0,43,0,0,0,0
"2022-08-06T00:20:00Z",0,0,0,0,0,0,6,19,7,32,0,42,0,0,0,1,0,28,15,0,0,28,14,0,80,95,40,65,100,200,60,8,7,267,32,0,43,0,0,0,0
"2022-08-06T00:30:00Z",0,0,0,0,0,0,6,19,7,31,0,41,0,0,0,1,0,28,15,0,0,27,14,0,80,95,40,65,100,200,60,8,7,267,32,0,42,0,0,0,0
"2022-08-06T00:40:00Z",0,0,0,0,0,0,6,19,7,31,0,41,0,0,0,1,0,27,15,0,0,27,14,0,80,95,40,65,100,200,60,8,7,267,32,0,42,0,0,0,0
